Location Error (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Leaf,105.291842,97.4976591,82.510879,74.3264339,67.3686123,63.3755499,59.7566658,56.786587,54.707522,51.546496,51.6944571,51.742706,50.4307096,49.592637,49.263986,48.0181358,48.0340243,47.7770357,48.1910802,49.3939963,54.7326903,55.0253614,55.2656794,55.3256383,56.5023521,56.6135326,57.0770359,56.687708,55.8313065,53.8295259,51.5181285,51.5088481,50.3874873,53.4661269,61.1990924,67.4482332,67.5070446,65.0200459,66.474852,68.1860665,74.534369,66.023492,54.5265944,50.2341165,47.6674281,44.742959,42.5888791,41.4799029,39.2981913,37.4973584,38.8713919,39.4520131,41.0646747,42.2776092,43.144735,44.6372875,45.5076314,47.3688477,49.9559069,51.1592386,56.3031777,55.5178312,53.1847258,50.8180843,51.2683024,50.857501,51.0027577,50.6508601,50.2913803,49.6003061,48.7948438,47.5395587,46.737106,46.8586142,45.6712189,45.7805461,44.3950706,44.7152201,46.4330396,49.7115679,50.5350599,48.3637575,47.5081086,46.5182375,45.5546907,45.8652855,46.0071133,46.0760333,47.46111,47.5962451,48.6068043,49.2151217,50.7629128,51.2522112,50.8965213,51.4147928,52.0955768,52.5201125,53.2434127,54.1070089, 
Half_Circle,109.1838631,105.1904166,103.7248502,103.3945531,102.0204284,99.5506055,99.0035517,96.8635215,95.9316478,93.8971929,93.8819628,93.3106319,92.2358293,91.9523052,90.4030289,90.2179023,89.9325816,89.3450294,88.9112715,88.2707309,88.533483,87.3235342,88.1352652,88.1150504,87.0445324,87.3746628,87.343482,88.307816,87.7999067,87.1374294,87.7065991,87.4761225,86.5318115,86.7138862,86.4657575,86.183098,86.0292247,85.9617737,85.4851687,84.622941,83.9006388,84.2143521,84.1563248,84.0902564,84.7655913,84.3219079,83.5545438,83.3463195,83.4633599,83.1999763,82.4329145,83.097572,83.2387896,82.7997612,82.6880192,83.2259581,82.4914729,82.2045931,82.4975105,82.5403381,81.8426383,81.3962073,81.4424441,81.1875751,80.6903337,81.4268509,81.21432,81.084318,81.3202072,80.7420028,80.8341035,80.3850506,81.2952505,80.6927827,81.2388547,80.9815765,80.533932,80.1897117,81.2514798,80.6857249,80.1866183,79.7195165,79.4950944,79.791308,79.8669184,80.1142888,79.3484523,79.7151821,79.9289366,80.174639,79.4277286,79.8510273,79.8361934,80.1007257,79.6038384,79.1547216,78.6710444,79.5172962,79.3878927,79.0970751,
Linear,128.8221077,106.7296196,94.3007273,89.9428969,91.592569,90.5634072,90.1170566,84.6754377,83.6405454,78.5553137,79.9372071,77.43117,73.9272866,70.5760008,68.5329355,68.3858782,66.7044545,62.1236882,54.8930609,47.2175636,41.5341,38.6549745,35.3251843,31.7478778,30.7260941,27.7110377,26.2285909,23.9576755,21.4637835,18.6173784,17.4131704,15.9439284,15.0929154,14.4263332,13.0510277,12.0471746,11.1423567,10.1572273,9.5009564,8.6084255,7.6811612,6.7705499,6.2279697,5.3921011,4.8574971,4.6146263,4.2327852,3.8781223,3.4790583,3.2850928,3.1878317,2.984713,2.7795473,2.5924758,2.3867436,2.2859173,2.1589892,2.0217276,2.0630072,1.9664026,1.8966655,1.8656866,1.74583,1.6880801,1.6426756,1.5880781,1.5940798,1.618593,1.6172723,1.6390617,1.5799797,1.5562567,1.5702916,1.5420243,1.5738251,1.621175,1.5662732,1.5774808,1.5729883,1.5179298,1.5299037,1.493799,1.4985212,1.5168372,1.4888813,1.5021569,1.5241297,1.4842523,1.497974,1.5064706,1.477109,1.4960474,1.4992012,1.5013303,1.5014556,1.5054166,1.5130493,1.5070024,1.4943398,1.5016789,
Linear(Region_Target),87.21802,128.1191799,107.3329414,95.776307,90.5293154,93.8171394,92.4542503,90.788718,85.5177625,81.1851419,71.3107167,67.2348163,64.0485991,62.8362497,59.3867038,57.1010612,55.8803506,56.0409183,53.497995,53.3202144,52.8789817,52.5669185,52.8147119,53.4775307,54.8575759,52.3351722,52.7621583,51.8661738,51.6205305,50.3319728,51.130469,49.5312742,48.7836437,45.8621708,48.78861,46.7556701,44.9454434,45.6882699,45.4575032,44.4870537,45.2034803,43.7968182,43.077969,41.8373052,40.4160329,42.0844056,40.9006501,40.4879716,39.1161366,38.2246442,36.3175778,36.002259,33.8397493,34.0282546,32.3929847,32.0548897,32.6395958,30.1205694,29.1172086,29.2513894,27.6082347,26.8428358,26.2452345,26.5525195,26.2471815,25.7037611,25.1924191,25.1676606,25.0354114,23.6433661,22.931394,22.7602742,21.9957604,21.462358,20.5681299,20.9955982,20.1287988,19.1274662,19.059725,18.4094729,18.711608,17.8893525,16.6835007,16.8976741,16.4619047,16.3219201,16.1548706,15.5962314,15.0321283,14.9945906,14.8076402,15.1218026,14.6524821,13.7085008,12.8839804,12.9362131,12.1430844,12.5518869,12.5621534,12.0407159,
Random,120.9300828,96.061163,90.1812187,84.7581829,79.1262278,75.7896979,73.3189614,71.4421308,69.0189453,67.1316871,66.0240258,64.9677193,62.3499169,60.7840581,60.8562683,59.4844902,58.3072505,57.9165304,56.6374356,55.8609144,56.3148475,55.2665867,55.0361114,54.5231351,54.0194046,53.5882772,53.3972821,53.6475179,53.5547715,52.1823288,52.4621138,52.3019536,51.6022816,52.6851334,51.0592153,51.8204052,51.7845297,51.7746908,51.291616,50.6304524,49.7082768,50.43921,49.454551,50.085078,49.9299772,49.2098368,49.5206577,49.499461,49.4750945,49.1012029,49.1795439,48.7619321,48.2427697,48.4749813,48.7769471,48.4083805,47.9122548,47.3306631,47.6004948,47.8314354,46.7622595,46.9995992,47.3363366,46.7764243,47.0559349,46.7065622,46.6052874,46.0374422,46.1189155,45.7530732,45.7641458,46.2938089,46.6658451,46.1295817,46.22702,45.897828,46.1237765,45.8413914,45.792115,46.100778,45.8171376,45.4057477,44.7031285,45.9251561,45.593127,45.765073,46.0610245,45.3005155,45.2690241,45.0519309,45.1849205,44.4842017,44.8083368,44.5222461,45.349188,45.0933142,45.0354604,44.9998344,44.3479173,43.9482551,
Log-Distance,127.2718687,109.0966177,104.746567,93.040096,91.5936602,90.8067103,87.1026201,83.4404123,78.4602076,76.6898001,74.1210353,72.9860644,67.750099,68.3968362,67.8698301,67.5830586,66.6709767,63.2393677,58.9195522,55.2675139,49.0659389,43.7434597,40.8071431,37.6135298,35.5816729,33.2942995,29.4375741,27.5032514,25.7974347,24.0280468,23.1449587,22.6754937,22.208318,20.9446834,19.9385211,19.3390112,18.6807182,17.8714263,16.9525435,16.5497227,16.0475267,15.1278051,14.6725098,14.1720099,13.8270664,13.6670367,13.4308694,13.3044284,12.9965903,12.6648145,12.4776895,12.4319057,12.2165886,12.1105096,12.0396385,12.0095781,11.9430549,11.8248518,11.9341604,11.9112771,11.8227097,11.6938582,11.676512,11.6374354,11.5432365,11.6237945,11.671652,11.6926504,11.6050356,11.5864453,11.4780084,11.3836527,11.285266,11.2692071,11.2340574,11.2219936,11.2617403,11.2131193,11.2059471,11.2247086,11.347632,11.3155,11.1255884,11.1149977,11.1413248,11.0832958,10.9884818,10.9438678,10.9514675,10.9386504,10.9127236,10.8792841,10.7580103,10.7766098,10.8740692,10.9079966,10.8450764,10.8575841,10.9069472,10.896245,
Target-Based,117.5030829,116.5155775,93.9511591,86.33223,76.2907512,65.7675222,57.2759006,50.9957173,42.3780161,33.428459,28.0076567,26.467073,25.614092,25.2308389,25.2517216,25.9582773,25.8723849,28.4764621,27.5156754,28.4808582,27.9858273,28.189681,27.6462055,27.2173085,26.7397006,25.8563014,26.0006539,26.2421531,25.6283052,25.4924278,24.9724607,24.8558331,24.4430481,23.4026942,23.2161859,22.290502,21.8252804,21.1780194,20.5288324,19.7205767,19.7039459,18.813826,18.1931913,17.6237581,17.5082101,16.6161188,16.0873673,15.4800771,15.0191125,14.6536338,14.0083743,13.6639456,13.39812,12.6734619,12.810106,12.3585424,11.9493668,11.6626124,11.2432467,10.9672929,10.7732202,10.1152841,10.2591755,9.7201714,9.3335735,9.0341357,8.772555,8.7396154,8.3587769,7.9470548,7.8707135,7.773046,7.5426939,7.3633064,7.0747362,7.1546113,6.8706922,6.5758195,6.4117953,6.2550249,5.8842045,5.8859597,5.6880412,5.738982,5.6480604,5.4198347,5.3262947,5.1976149,4.9092677,5.0726287,4.9332235,4.6286577,4.5074309,4.5004823,4.4916807,4.4889934,4.3393666,4.2898343,4.3157111,4.0429154,
Target-Region_10m,116.7196021,116.7196021,95.1130481,86.9096957,75.6758911,65.3136164,57.461622,50.785576,41.3967388,32.5906997,26.8424593,23.7624004,23.3192503,22.5303874,21.56653,19.5655285,18.6471204,17.4699365,15.8370804,14.0672804,12.1255688,10.5101688,9.1093582,8.2550684,7.4244637,6.7809688,6.195034,5.5772699,5.1209843,4.6788537,4.2537291,3.9094633,3.6078743,3.3148266,3.0849509,2.8893268,2.7110349,2.5165613,2.4101167,2.262678,2.1028848,2.0295197,1.9240302,1.8250669,1.7372079,1.672427,1.6192838,1.5531826,1.5427938,1.5226196,1.5196166,1.4810265,1.4630094,1.4529833,1.4306056,1.4449594,1.448213,1.4401624,1.4510418,1.4308634,1.4285413,1.4137049,1.4126405,1.4268304,1.411034,1.4114524,1.4064517,1.3904277,1.3898999,1.3955825,1.4002753,1.4034078,1.4073358,1.4212694,1.4180554,1.4060072,1.4232168,1.4125386,1.422129,1.4104062,1.4162167,1.410255,1.4027674,1.4144654,1.3911041,1.405232,1.3999378,1.4107668,1.409085,1.3872705,1.4093798,1.3968918,1.3947915,1.4120595,1.4173848,1.4172853,1.4092618,1.4126188,1.4201049,1.4075901,
Triangulation,110.9327213,111.882323,95.7950164,88.7112241,82.0781472,74.023901,70.2241245,66.6527787,59.2814381,53.9816737,49.5986368,46.8252108,43.508584,41.2299212,39.1816161,40.0366589,40.1790702,40.2603029,39.4401192,38.3123015,37.7402253,37.0080283,36.8926133,37.1537183,37.0838963,36.7767946,36.4745042,36.8922117,36.6212275,36.1261264,36.1468737,35.9945501,35.6460672,35.7263966,34.8599183,35.2759321,34.8848926,35.041647,34.0289541,34.1726089,34.1998121,34.3584443,34.5986637,33.9084365,33.3079542,33.7490585,33.8954145,33.4854714,32.8742989,33.0030749,32.5630108,32.1844921,31.9185815,32.2689477,31.2443018,31.7521976,31.7788645,31.4963395,30.8328922,31.5215889,31.1796109,30.7482663,30.2881415,30.9126856,31.0510504,30.9266702,30.1297118,30.7589491,30.5096509,30.5467355,30.5941831,30.7038996,30.3831971,30.0609685,29.8806082,30.4076495,30.3355658,30.2769637,29.7565249,30.4722329,29.3167903,30.3865687,30.012659,30.008977,29.5076649,29.9546401,29.4149224,29.9424938,29.1454951,29.4085509,29.6140689,29.613573,29.5467186,29.2146403,29.8407351,29.1959196,28.8295038,29.0609246,29.4928711,28.7242367,
